#index	label	wavelength	comment
82350	Cr12                311.590A		# type: t, index=2, 9 Elow=12261   Stout, 3s2.3p 2P*3/2 -- 3s.3p2 2P1/2
82355	Cr12                318.730A		# type: t, index=1, 8 Elow=0   Stout, 3s2.3p 2P*1/2 -- 3s.3p2 2S1/2
82360	Cr12                320.194A		# type: t, index=3, 15 Elow=192120   Stout, 3s.3p2 4P1/2 -- 3p3 4S*3/2
82365	Cr12                325.182A		# type: t, index=4, 15 Elow=196911   Stout, 3s.3p2 4P3/2 -- 3p3 4S*3/2
82370	Cr12                331.693A		# type: t, index=2, 8 Elow=12261   Stout, 3s2.3p 2P*3/2 -- 3s.3p2 2S1/2
82375	Cr12                331.876A		# type: t, index=3, 13 Elow=192120   Stout, 3s.3p2 4P1/2 -- 3p3 2D*3/2
82380	Cr12                332.135A		# type: t, index=5, 15 Elow=203349   Stout, 3s.3p2 4P5/2 -- 3p3 4S*3/2
82385	Cr12                344.723A		# type: t, index=5, 13 Elow=203349   Stout, 3s.3p2 4P5/2 -- 3p3 2D*3/2
82390	Cr12                393.039A		# type: t, index=1, 6 Elow=0   Stout, 3s2.3p 2P*1/2 -- 3s.3p2 2D3/2
82395	Cr12                411.007A		# type: t, index=2, 7 Elow=12261   Stout, 3s2.3p 2P*3/2 -- 3s.3p2 2D5/2
82400	Cr12                412.938A		# type: t, index=2, 6 Elow=12261   Stout, 3s2.3p 2P*3/2 -- 3s.3p2 2D3/2
82405	Cr12                415.041A		# type: t, index=6, 14 Elow=254428   Stout, 3s.3p2 2D3/2 -- 3p3 2D*5/2
82410	Cr12                417.011A		# type: t, index=7, 14 Elow=255566   Stout, 3s.3p2 2D5/2 -- 3p3 2D*5/2
82415	Cr12                418.394A		# type: t, index=6, 13 Elow=254428   Stout, 3s.3p2 2D3/2 -- 3p3 2D*3/2
82420	Cr12                420.396A		# type: t, index=7, 13 Elow=255566   Stout, 3s.3p2 2D5/2 -- 3p3 2D*3/2
82425	Cr12                605.400A		# type: t, index=10, 15 Elow=339251   Stout, 3s.3p2 2P3/2 -- 3p3 4S*3/2
82430	Cr12                8153.70A		# type: t, index=1, 2 Elow=0   Stout, 3s2.3p 2P*1/2 -- 3s2.3p 2P*3/2
82435	Cr15                20.8629A		# type: t, index=1, 5 Elow=0   Stout, 2s2.2p6 1S0 -- 2s2.2p5.(2P*<1/2>).3s (1/2,1/2)*1
82440	Cr15                21.1528A		# type: t, index=1, 3 Elow=0   Stout, 2s2.2p6 1S0 -- 2s2.2p5.(2P*<3/2>).3s (3/2,1/2)*1
82445	Cr15                405.034A		# type: t, index=2, 8 Elow=4714294   Stout, 2s2.2p5.(2P*<3/2>).3s (3/2,1/2)*2 -- 2s2.2p5.(2P*<3/2>).3p 2[5/2]3
82450	Cr15                471.398A		# type: t, index=2, 6 Elow=4714294   Stout, 2s2.2p5.(2P*<3/2>).3s (3/2,1/2)*2 -- 2s2.2p5.(2P*<3/2>).3p 2[1/2]1
82455	Cr15                702.963A		# type: t, index=4, 6 Elow=4784174   Stout, 2s2.2p5.(2P*<1/2>).3s (1/2,1/2)*0 -- 2s2.2p5.(2P*<3/2>).3p 2[1/2]1
82460	Cr15                1764.48A		# type: t, index=3, 4 Elow=4727500   Stout, 2s2.2p5.(2P*<3/2>).3s (3/2,1/2)*1 -- 2s2.2p5.(2P*<1/2>).3s (1/2,1/2)*0
82465	Cr 2                8000.08A		# type: t, index=1, 6 Elow=0   Stout, 3d5 a 6S5/2 -- 3d4.(5D).4s a 6D9/2
82470	Cr 2                8125.30A		# type: t, index=1, 5 Elow=0   Stout, 3d5 a 6S5/2 -- 3d4.(5D).4s a 6D7/2
82475	Cr 2                8229.67A		# type: t, index=1, 4 Elow=0   Stout, 3d5 a 6S5/2 -- 3d4.(5D).4s a 6D5/2
82480	Cr 2                8308.49A		# type: t, index=1, 3 Elow=0   Stout, 3d5 a 6S5/2 -- 3d4.(5D).4s a 6D3/2
82485	Cr 2                8357.64A		# type: t, index=1, 2 Elow=0   Stout, 3d5 a 6S5/2 -- 3d4.(5D).4s a 6D1/2
82490	Cr 4                4837.63A		# type: t, index=1, 13 Elow=0   Stout, 3d3 4F3/2 -- 3d3 2D25/2
82495	Cr 4                4841.03A		# type: t, index=1, 12 Elow=0   Stout, 3d3 4F3/2 -- 3d3 2D23/2
82500	Cr 4                4893.85A		# type: t, index=2, 13 Elow=237.4   Stout, 3d3 4F5/2 -- 3d3 2D25/2
82505	Cr 4                4897.33A		# type: t, index=2, 12 Elow=237.4   Stout, 3d3 4F5/2 -- 3d3 2D23/2
82510	Cr 4                4971.49A		# type: t, index=3, 13 Elow=556.4   Stout, 3d3 4F7/2 -- 3d3 2D25/2
82515	Cr 4                5142.76A		# type: t, index=1, 10 Elow=0   Stout, 3d3 4F3/2 -- 3d3 2P3/2
82520	Cr 4                5206.34A		# type: t, index=2, 10 Elow=237.4   Stout, 3d3 4F5/2 -- 3d3 2P3/2
82525	Cr 4                5294.30A		# type: t, index=3, 10 Elow=556.4   Stout, 3d3 4F7/2 -- 3d3 2P3/2
82530	Cr 4                6733.96A		# type: t, index=3, 9 Elow=556.4   Stout, 3d3 4F7/2 -- 3d3 2G9/2
82535	Cr 4                6747.51A		# type: t, index=2, 8 Elow=237.4   Stout, 3d3 4F5/2 -- 3d3 2G7/2
82540	Cr 4                6895.98A		# type: t, index=3, 8 Elow=556.4   Stout, 3d3 4F7/2 -- 3d3 2G7/2
82545	Cr 4                6915.20A		# type: t, index=4, 9 Elow=945.5   Stout, 3d3 4F9/2 -- 3d3 2G9/2
82550	Cr 4                7023.10A		# type: t, index=2, 7 Elow=237.4   Stout, 3d3 4F5/2 -- 3d3 4P5/2
82555	Cr 4                7051.49A		# type: t, index=1, 6 Elow=0   Stout, 3d3 4F3/2 -- 3d3 4P3/2
82560	Cr 4                7086.17A		# type: t, index=4, 8 Elow=945.5   Stout, 3d3 4F9/2 -- 3d3 2G7/2
82565	Cr 4                7110.47A		# type: t, index=1, 5 Elow=0   Stout, 3d3 4F3/2 -- 3d3 4P1/2
82570	Cr 4                7171.57A		# type: t, index=2, 6 Elow=237.4   Stout, 3d3 4F5/2 -- 3d3 4P3/2
82575	Cr 4                7184.10A		# type: t, index=3, 7 Elow=556.4   Stout, 3d3 4F7/2 -- 3d3 4P5/2
82580	Cr 4                7232.59A		# type: t, index=2, 5 Elow=237.4   Stout, 3d3 4F5/2 -- 3d3 4P1/2
82585	Cr 4                7339.53A		# type: t, index=3, 6 Elow=556.4   Stout, 3d3 4F7/2 -- 3d3 4P3/2
82590	Cr 4                7390.75A		# type: t, index=4, 7 Elow=945.5   Stout, 3d3 4F9/2 -- 3d3 4P5/2
82595	Cr 4                1.61421m		# type: t, index=7, 13 Elow=14472.2   Stout, 3d3 4P5/2 -- 3d3 2D25/2
82600	Cr 4                1.61800m		# type: t, index=7, 12 Elow=14472.2   Stout, 3d3 4P5/2 -- 3d3 2D23/2
82605	Cr 4                1.66253m		# type: t, index=8, 14 Elow=15053.6   Stout, 3d3 2G7/2 -- 3d3 2H9/2
82610	Cr 4                1.68910m		# type: t, index=9, 15 Elow=15402.4   Stout, 3d3 2G9/2 -- 3d3 2H11/2
82615	Cr 4                1.76490m		# type: t, index=9, 14 Elow=15402.4   Stout, 3d3 2G9/2 -- 3d3 2H9/2
82620	Cr 4                1.83070m		# type: t, index=5, 11 Elow=14059.9   Stout, 3d3 4P1/2 -- 3d3 2P1/2
82625	Cr 4                1.85840m		# type: t, index=5, 10 Elow=14059.9   Stout, 3d3 4P1/2 -- 3d3 2P3/2
82630	Cr 4                1.89994m		# type: t, index=6, 10 Elow=14177.5   Stout, 3d3 4P3/2 -- 3d3 2P3/2
82635	Cr 4                2.01266m		# type: t, index=7, 10 Elow=14472.2   Stout, 3d3 4P5/2 -- 3d3 2P3/2
82640	Cr 4                8.15372m		# type: t, index=10, 13 Elow=19439.4   Stout, 3d3 2P3/2 -- 3d3 2D25/2
82645	Cr 4                8.25130m		# type: t, index=10, 12 Elow=19439.4   Stout, 3d3 2P3/2 -- 3d3 2D23/2
82650	Cr 4                8.84558m		# type: t, index=11, 12 Elow=19520.8   Stout, 3d3 2P1/2 -- 3d3 2D23/2
82655	Cr 4                25.6933m		# type: t, index=3, 4 Elow=556.4   Stout, 3d3 4F7/2 -- 3d3 4F9/2
82660	Cr 4                31.3394m		# type: t, index=2, 3 Elow=237.4   Stout, 3d3 4F5/2 -- 3d3 4F7/2
82665	Cr 5                469.634A		# type: t, index=4, 14 Elow=13188   Stout, 3p6.3d2 1D2 -- 3p6.3d.4p 1D*2
82670	Cr 5                470.566A		# type: t, index=5, 15 Elow=15491.8   Stout, 3p6.3d2 3P0 -- 3p6.3d.4p 3D*1
82675	Cr 5                582.418A		# type: t, index=1, 13 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d.4s 1D2
82680	Cr 5                584.147A		# type: t, index=2, 13 Elow=508.2   Stout, 3p6.3d2 3F3 -- 3p6.3d.4s 1D2
82685	Cr 5                586.316A		# type: t, index=3, 13 Elow=1141.7   Stout, 3p6.3d2 3F4 -- 3p6.3d.4s 1D2
82690	Cr 5                594.921A		# type: t, index=1, 12 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d.4s 3D3
82695	Cr 5                596.725A		# type: t, index=2, 12 Elow=508.2   Stout, 3p6.3d2 3F3 -- 3p6.3d.4s 3D3
82700	Cr 5                597.047A		# type: t, index=1, 11 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d.4s 3D2
82705	Cr 5                598.171A		# type: t, index=1, 10 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d.4s 3D1
82710	Cr 5                598.864A		# type: t, index=2, 11 Elow=508.2   Stout, 3p6.3d2 3F3 -- 3p6.3d.4s 3D2
82715	Cr 5                598.990A		# type: t, index=3, 12 Elow=1141.7   Stout, 3p6.3d2 3F4 -- 3p6.3d.4s 3D3
82720	Cr 5                599.994A		# type: t, index=2, 10 Elow=508.2   Stout, 3p6.3d2 3F3 -- 3p6.3d.4s 3D1
82725	Cr 5                601.145A		# type: t, index=3, 11 Elow=1141.7   Stout, 3p6.3d2 3F4 -- 3p6.3d.4s 3D2
82730	Cr 5                630.875A		# type: t, index=4, 13 Elow=13188   Stout, 3p6.3d2 1D2 -- 3p6.3d.4s 1D2
82735	Cr 5                640.179A		# type: t, index=5, 13 Elow=15491.8   Stout, 3p6.3d2 3P0 -- 3p6.3d.4s 1D2
82740	Cr 5                640.937A		# type: t, index=6, 13 Elow=15676.6   Stout, 3p6.3d2 3P1 -- 3p6.3d.4s 1D2
82745	Cr 5                642.438A		# type: t, index=7, 13 Elow=16041   Stout, 3p6.3d2 3P2 -- 3p6.3d.4s 1D2
82750	Cr 5                645.572A		# type: t, index=4, 12 Elow=13188   Stout, 3p6.3d2 1D2 -- 3p6.3d.4s 3D3
82755	Cr 5                648.076A		# type: t, index=4, 11 Elow=13188   Stout, 3p6.3d2 1D2 -- 3p6.3d.4s 3D2
82760	Cr 5                649.400A		# type: t, index=4, 10 Elow=13188   Stout, 3p6.3d2 1D2 -- 3p6.3d.4s 3D1
82765	Cr 5                656.112A		# type: t, index=6, 12 Elow=15676.6   Stout, 3p6.3d2 3P1 -- 3p6.3d.4s 3D3
82770	Cr 5                657.685A		# type: t, index=7, 12 Elow=16041   Stout, 3p6.3d2 3P2 -- 3p6.3d.4s 3D3
82775	Cr 5                657.898A		# type: t, index=5, 11 Elow=15491.8   Stout, 3p6.3d2 3P0 -- 3p6.3d.4s 3D2
82780	Cr 5                658.699A		# type: t, index=6, 11 Elow=15676.6   Stout, 3p6.3d2 3P1 -- 3p6.3d.4s 3D2
82785	Cr 5                660.067A		# type: t, index=6, 10 Elow=15676.6   Stout, 3p6.3d2 3P1 -- 3p6.3d.4s 3D1
82790	Cr 5                660.284A		# type: t, index=7, 11 Elow=16041   Stout, 3p6.3d2 3P2 -- 3p6.3d.4s 3D2
82795	Cr 5                661.658A		# type: t, index=7, 10 Elow=16041   Stout, 3p6.3d2 3P2 -- 3p6.3d.4s 3D1
82800	Cr 5                668.097A		# type: t, index=8, 13 Elow=22019.2   Stout, 3p6.3d2 1G4 -- 3p6.3d.4s 1D2
82805	Cr 5                684.602A		# type: t, index=8, 12 Elow=22019.2   Stout, 3p6.3d2 1G4 -- 3p6.3d.4s 3D3
82810	Cr 5                687.418A		# type: t, index=8, 11 Elow=22019.2   Stout, 3p6.3d2 1G4 -- 3p6.3d.4s 3D2
82815	Cr 5                829.520A		# type: t, index=9, 13 Elow=51146.4   Stout, 3p6.3d2 1S0 -- 3p6.3d.4s 1D2
82820	Cr 5                859.516A		# type: t, index=9, 11 Elow=51146.4   Stout, 3p6.3d2 1S0 -- 3p6.3d.4s 3D2
82825	Cr 5                1644.05A		# type: t, index=10, 15 Elow=167176.4   Stout, 3p6.3d.4s 3D1 -- 3p6.3d.4p 3D*1
82830	Cr 5                1652.60A		# type: t, index=11, 15 Elow=167491   Stout, 3p6.3d.4s 3D2 -- 3p6.3d.4p 3D*1
82835	Cr 5                1837.50A		# type: t, index=13, 14 Elow=171698.1   Stout, 3p6.3d.4s 1D2 -- 3p6.3d.4p 1D*2
82840	Cr 5                1955.17A		# type: t, index=1, 9 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d2 1S0
82845	Cr 5                2633.68A		# type: t, index=4, 9 Elow=13188   Stout, 3p6.3d2 1D2 -- 3p6.3d2 1S0
82850	Cr 5                2818.47A		# type: t, index=6, 9 Elow=15676.6   Stout, 3p6.3d2 3P1 -- 3p6.3d2 1S0
82855	Cr 5                2847.73A		# type: t, index=7, 9 Elow=16041   Stout, 3p6.3d2 3P2 -- 3p6.3d2 1S0
82860	Cr 5                4540.22A		# type: t, index=1, 8 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d2 1G4
82865	Cr 5                4647.48A		# type: t, index=2, 8 Elow=508.2   Stout, 3p6.3d2 3F3 -- 3p6.3d2 1G4
82870	Cr 5                4788.51A		# type: t, index=3, 8 Elow=1141.7   Stout, 3p6.3d2 3F4 -- 3p6.3d2 1G4
82875	Cr 5                6232.30A		# type: t, index=1, 7 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d2 3P2
82880	Cr 5                6377.17A		# type: t, index=1, 6 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d2 3P1
82885	Cr 5                6436.21A		# type: t, index=2, 7 Elow=508.2   Stout, 3p6.3d2 3F3 -- 3p6.3d2 3P2
82890	Cr 5                6453.24A		# type: t, index=1, 5 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d2 3P0
82895	Cr 5                6590.83A		# type: t, index=2, 6 Elow=508.2   Stout, 3p6.3d2 3F3 -- 3p6.3d2 3P1
82900	Cr 5                6709.87A		# type: t, index=3, 7 Elow=1141.7   Stout, 3p6.3d2 3F4 -- 3p6.3d2 3P2
82905	Cr 5                7580.56A		# type: t, index=1, 4 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d2 1D2
82910	Cr 5                7884.39A		# type: t, index=2, 4 Elow=508.2   Stout, 3p6.3d2 3F3 -- 3p6.3d2 1D2
82915	Cr 5                8299.02A		# type: t, index=3, 4 Elow=1141.7   Stout, 3p6.3d2 3F4 -- 3p6.3d2 1D2
82920	Cr 5                1.13204m		# type: t, index=4, 8 Elow=13188   Stout, 3p6.3d2 1D2 -- 3p6.3d2 1G4
82925	Cr 5                3.50413m		# type: t, index=4, 7 Elow=13188   Stout, 3p6.3d2 1D2 -- 3p6.3d2 3P2
82930	Cr 5                4.01723m		# type: t, index=4, 6 Elow=13188   Stout, 3p6.3d2 1D2 -- 3p6.3d2 3P1
82935	Cr 5                15.7810m		# type: t, index=2, 3 Elow=508.2   Stout, 3p6.3d2 3F3 -- 3p6.3d2 3F4
82940	Cr 5                19.6719m		# type: t, index=1, 2 Elow=0   Stout, 3p6.3d2 3F2 -- 3p6.3d2 3F3
82945	Cr 5                27.4349m		# type: t, index=6, 7 Elow=15676.6   Stout, 3p6.3d2 3P1 -- 3p6.3d2 3P2
82950	Cr 5                54.0978m		# type: t, index=5, 6 Elow=15491.8   Stout, 3p6.3d2 3P0 -- 3p6.3d2 3P1
82955	Cu 1                2363.20A		# type: t, index=1, 12 Elow=0   Stout, 3d10.4s 2S1/2 -- 3d9.(2D).4s.4p.(3P*) 4F*3/2
82960	Cu 1                2441.63A		# type: t, index=1, 9 Elow=0   Stout, 3d10.4s 2S1/2 -- 3d9.(2D).4s.4p.(3P*) 4P*1/2
82965	Cu 1                2492.14A		# type: t, index=1, 7 Elow=0   Stout, 3d10.4s 2S1/2 -- 3d9.(2D).4s.4p.(3P*) 4P*3/2
82970	Cu 1                3247.54A		# type: t, index=1, 5 Elow=0   Stout, 3d10.4s 2S1/2 -- 3d10.4p 2P*3/2
82975	Cu 1                3273.95A		# type: t, index=1, 4 Elow=0   Stout, 3d10.4s 2S1/2 -- 3d10.4p 2P*1/2
82980	Cu 1                3337.84A		# type: t, index=2, 10 Elow=11202.62   Stout, 3d9.4s2 2D5/2 -- 3d9.(2D).4s.4p.(3P*) 4F*7/2
82985	Cu 1                5105.55A		# type: t, index=2, 5 Elow=11202.62   Stout, 3d9.4s2 2D5/2 -- 3d10.4p 2P*3/2
82990	Cu 1                5700.24A		# type: t, index=3, 5 Elow=13245.44   Stout, 3d9.4s2 2D3/2 -- 3d10.4p 2P*3/2
82995	Cu 1                5782.13A		# type: t, index=3, 4 Elow=13245.44   Stout, 3d9.4s2 2D3/2 -- 3d10.4p 2P*1/2
83000	Cu13                3500.40A		# type: t, index=1, 2 Elow=0   Stout, 3s2.3p5 2P*3/2 -- 3s2.3p5 2P*1/2
83005	Cu14                1190.41A		# type: t, index=3, 5 Elow=23897   Stout, 3s2.3p4 3P1 -- 3s2.3p4 1S0
83010	Cu14                4183.45A		# type: t, index=1, 3 Elow=0   Stout, 3s2.3p4 3P2 -- 3s2.3p4 3P1
83015	Cu15                943.735A		# type: t, index=1, 5 Elow=0   Stout, 3s2.3p3 4S*3/2 -- 3s2.3p3 2P*3/2
83020	Cu15                2085.28A		# type: t, index=1, 2 Elow=0   Stout, 3s2.3p3 4S*3/2 -- 3s2.3p3 2D*3/2
83025	Cu16                952.805A		# type: t, index=2, 5 Elow=18596.7   Stout, 3s2.3p2 3P1 -- 3s2.3p2 1S0
83030	Cu16                1871.98A		# type: t, index=2, 4 Elow=18596.7   Stout, 3s2.3p2 3P1 -- 3s2.3p2 1D2
83035	Cu16                2544.67A		# type: t, index=3, 4 Elow=32730   Stout, 3s2.3p2 3P2 -- 3s2.3p2 1D2
83040	Cu16                5375.80A		# type: t, index=1, 2 Elow=0   Stout, 3s2.3p2 3P0 -- 3s2.3p2 3P1
83045	Cu17                3007.64A		# type: t, index=1, 2 Elow=0   Stout, 3s2.3p 2P*1/2 -- 3s2.3p 2P*3/2
83050	Cu18                345.541A		# type: t, index=1, 3 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3S1 3P1 (3)1( 1.0)
83055	Cu18                317.709A		# type: t, index=1, 4 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3S1 3P1 (3)1( 2.0)
83060	Cu18                234.199A		# type: t, index=1, 5 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3S1 3P1 (1)1( 1.0)
83065	Cu18                147.122A		# type: t, index=1, 7 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3P2 (1)2( 2.0)
83070	Cu18                146.052A		# type: t, index=1, 8 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3P2 (3)1( 1.0)
83075	Cu18                139.741A		# type: t, index=1, 9 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3P2 (3)1( 2.0)
83080	Cu18                122.155A		# type: t, index=1, 11 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3S1 3D1 (3)2( 1.0)
83085	Cu18                121.847A		# type: t, index=1, 12 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3S1 3D1 (3)2( 2.0)
83090	Cu18                121.364A		# type: t, index=1, 13 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3S1 3D1 (3)2( 3.0)
83095	Cu18                109.049A		# type: t, index=1, 14 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3S1 3D1 (1)2( 2.0)
83100	Cu18                89.4431A		# type: t, index=1, 15 Elow=0   Stout, 3S2 (1)0( 0.0) -- 3P1 3D1 (3)3( 2.0)
83105	Cu18                1.04301m		# type: t, index=2, 3 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3S1 3P1 (3)1( 1.0)
83110	Cu18                2861.45A		# type: t, index=2, 4 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3S1 3P1 (3)1( 2.0)
83115	Cu18                679.482A		# type: t, index=2, 5 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3S1 3P1 (1)1( 1.0)
83120	Cu18                250.066A		# type: t, index=2, 7 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3P2 (1)2( 2.0)
83125	Cu18                246.991A		# type: t, index=2, 8 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3P2 (3)1( 1.0)
83130	Cu18                229.467A		# type: t, index=2, 9 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3P2 (3)1( 2.0)
83135	Cu18                185.593A		# type: t, index=2, 11 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3S1 3D1 (3)2( 1.0)
83140	Cu18                184.881A		# type: t, index=2, 12 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3S1 3D1 (3)2( 2.0)
83145	Cu18                183.771A		# type: t, index=2, 13 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3S1 3D1 (3)2( 3.0)
83150	Cu18                156.936A		# type: t, index=2, 14 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3S1 3D1 (1)2( 2.0)
83155	Cu18                119.301A		# type: t, index=2, 15 Elow=279816   Stout, 3S1 3P1 (3)1( 0.0) -- 3P1 3D1 (3)3( 2.0)
83160	Cu18                3943.35A		# type: t, index=3, 4 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3S1 3P1 (3)1( 2.0)
83165	Cu18                726.818A		# type: t, index=3, 5 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3S1 3P1 (1)1( 1.0)
83170	Cu18                266.258A		# type: t, index=3, 6 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3P2 (3)1( 0.0)
83175	Cu18                256.207A		# type: t, index=3, 7 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3P2 (1)2( 2.0)
83180	Cu18                252.980A		# type: t, index=3, 8 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3P2 (3)1( 1.0)
83185	Cu18                234.628A		# type: t, index=3, 9 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3P2 (3)1( 2.0)
83190	Cu18                194.274A		# type: t, index=3, 10 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3P2 (1)0( 0.0)
83195	Cu18                188.954A		# type: t, index=3, 11 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3S1 3D1 (3)2( 1.0)
83200	Cu18                188.217A		# type: t, index=3, 12 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3S1 3D1 (3)2( 2.0)
83205	Cu18                187.067A		# type: t, index=3, 13 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3S1 3D1 (3)2( 3.0)
83210	Cu18                159.332A		# type: t, index=3, 14 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3S1 3D1 (1)2( 2.0)
83215	Cu18                120.681A		# type: t, index=3, 15 Elow=289401   Stout, 3S1 3P1 (3)1( 1.0) -- 3P1 3D1 (3)3( 2.0)
83220	Cu18                890.996A		# type: t, index=4, 5 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3S1 3P1 (1)1( 1.0)
83225	Cu18                285.532A		# type: t, index=4, 6 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3P2 (3)1( 0.0)
83230	Cu18                274.005A		# type: t, index=4, 7 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3P2 (1)2( 2.0)
83235	Cu18                270.317A		# type: t, index=4, 8 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3P2 (3)1( 1.0)
83240	Cu18                249.467A		# type: t, index=4, 9 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3P2 (3)1( 2.0)
83245	Cu18                204.338A		# type: t, index=4, 10 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3P2 (1)0( 0.0)
83250	Cu18                198.461A		# type: t, index=4, 11 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3S1 3D1 (3)2( 1.0)
83255	Cu18                197.648A		# type: t, index=4, 12 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3S1 3D1 (3)2( 2.0)
83260	Cu18                196.380A		# type: t, index=4, 13 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3S1 3D1 (3)2( 3.0)
83265	Cu18                166.039A		# type: t, index=4, 14 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3S1 3D1 (1)2( 2.0)
83270	Cu18                124.490A		# type: t, index=4, 15 Elow=314753   Stout, 3S1 3P1 (3)1( 2.0) -- 3P1 3D1 (3)3( 2.0)
83275	Cu18                420.186A		# type: t, index=5, 6 Elow=426987   Stout, 3S1 3P1 (1)1( 1.0) -- 3P2 (3)1( 0.0)
83280	Cu18                395.690A		# type: t, index=5, 7 Elow=426987   Stout, 3S1 3P1 (1)1( 1.0) -- 3P2 (1)2( 2.0)
83285	Cu18                388.045A		# type: t, index=5, 8 Elow=426987   Stout, 3S1 3P1 (1)1( 1.0) -- 3P2 (3)1( 1.0)
83290	Cu18                346.475A		# type: t, index=5, 9 Elow=426987   Stout, 3S1 3P1 (1)1( 1.0) -- 3P2 (3)1( 2.0)
83295	Cu18                265.145A		# type: t, index=5, 10 Elow=426987   Stout, 3S1 3P1 (1)1( 1.0) -- 3P2 (1)0( 0.0)
83300	Cu18                255.335A		# type: t, index=5, 11 Elow=426987   Stout, 3S1 3P1 (1)1( 1.0) -- 3S1 3D1 (3)2( 1.0)
83305	Cu18                253.990A		# type: t, index=5, 12 Elow=426987   Stout, 3S1 3P1 (1)1( 1.0) -- 3S1 3D1 (3)2( 2.0)
83310	Cu18                251.900A		# type: t, index=5, 13 Elow=426987   Stout, 3S1 3P1 (1)1( 1.0) -- 3S1 3D1 (3)2( 3.0)
83315	Cu18                204.068A		# type: t, index=5, 14 Elow=426987   Stout, 3S1 3P1 (1)1( 1.0) -- 3S1 3D1 (1)2( 2.0)
83320	Cu18                144.709A		# type: t, index=5, 15 Elow=426987   Stout, 3S1 3P1 (1)1( 1.0) -- 3P1 3D1 (3)3( 2.0)
83325	Cu18                6785.61A		# type: t, index=6, 7 Elow=664977   Stout, 3P2 (3)1( 0.0) -- 3P2 (1)2( 2.0)
83330	Cu18                5071.64A		# type: t, index=6, 8 Elow=664977   Stout, 3P2 (3)1( 0.0) -- 3P2 (3)1( 1.0)
83335	Cu18                1975.07A		# type: t, index=6, 9 Elow=664977   Stout, 3P2 (3)1( 0.0) -- 3P2 (3)1( 2.0)
83340	Cu18                650.817A		# type: t, index=6, 11 Elow=664977   Stout, 3P2 (3)1( 0.0) -- 3S1 3D1 (3)2( 1.0)
83345	Cu18                642.149A		# type: t, index=6, 12 Elow=664977   Stout, 3P2 (3)1( 0.0) -- 3S1 3D1 (3)2( 2.0)
